time,position_east(m),position_north(m),acceleration_east(m/s2),acceleration_north(m/s2)
28.0,-992.6356211048842,226.4432087605819,0.2168281042249873,1.8814789140596984
29.0,-1034.1678989805223,237.5715010594577,0.418761660461314,2.076882677152753
30.0,-1075.1393269976545,250.8966586524621,0.560849858506117,2.1968652941286564
31.0,-1115.5069024369875,266.18516354076564,0.6038525777985342,1.9633472952991724
32.0,-1155.2966183996175,283.03789880219847,0.577859476703452,1.5642303731292486
33.0,-1194.425942615082,301.3810847196728,0.6603917471657041,1.490450656041503
34.0,-1232.8512155790231,321.11024873238057,0.7040512515231967,1.3859780952334404
35.0,-1270.2419297233864,342.4172607297078,1.0345588195777964,1.5778479846194386
36.0,-1306.878409789817,365.6764119435102,0.7542340779327787,1.9521392164751887
37.0,-1342.3217341580312,389.9830103004351,1.1931556982162874,1.0474471431225538
38.0,-1376.5276088027167,416.0802905354649,1.237449723528698,1.790681878104806
39.0,-1409.6028113794164,443.610727975145,1.13067206798587,1.4331572046503425
40.0,-1441.7879144396866,472.2656156793237,0.8900995164294727,1.1244502644985914
41.0,-1473.3099763489154,501.6277601812035,0.6630411510413978,0.7072567977011204
42.0,-1504.618037668988,531.2589356219396,0.2140005891560576,0.2690309388563037
43.0,-1535.8829960822768,560.7543854406103,0.0431029067840427,-0.1357256220653653
